"id_curriculo_componente";"id_curriculo";"id_componente_curricular";"tipo_vinculo_componente"
"110350";"100829";"26698";"OBRIGATÓRIO"
"17851576";"17849890";"2054918";"OBRIGATÓRIO"
"85861897";"510231322";"46645";"OPTATIVO"
"50840915";"508409070";"55999";"OBRIGATÓRIO"
"50768557";"507685510";"2051150";"OPTATIVO"
"122385";"100542";"22296";"OPTATIVO"
"111036";"100807";"21333";"OBRIGATÓRIO"
"136978";"100246";"24114";"OBRIGATÓRIO"
"20335816";"8425761";"2055429";"OPTATIVO"
"104322";"100303";"20590";"OPTATIVO"
"109021";"100554";"25499";"OPTATIVO"
"104989";"100761";"24789";"OBRIGATÓRIO"
"120682";"100330";"22192";"OBRIGATÓRIO"
"107496";"100770";"21045";"OBRIGATÓRIO"
"90472112";"90472097";"2049409";"OPTATIVO"
"107805";"100574";"22754";"OPTATIVO"
"96354794";"96352687";"52692";"OPTATIVO"
"98463231";"98463213";"52716";"OBRIGATÓRIO"
"50848657";"27289610";"43106";"OPTATIVO"
"110365";"100418";"25195";"OBRIGATÓRIO"
"130849";"100277";"23245";"OBRIGATÓRIO"
"108819694";"108819666";"46189";"OBRIGATÓRIO"
"108640";"100229";"21155";"OPTATIVO"
"128660";"100347";"23146";"OBRIGATÓRIO"
"96356176";"96355265";"52684";"OPTATIVO"
"119602";"100332";"22182";"OBRIGATÓRIO"
"17154211";"7210760";"2050102";"OBRIGATÓRIO"
"137597";"100702";"24219";"OPTATIVO"
"96356172";"96355265";"52790";"OPTATIVO"
"22748837";"22748800";"20911";"OBRIGATÓRIO"
"132786";"100385";"27777";"OBRIGATÓRIO"
"119083706";"119075210";"62965";"OBRIGATÓRIO"
"137455";"100452";"24176";"OPTATIVO"
"114176";"100185";"21769";"OPTATIVO"
"115444283";"115444268";"60306";"OPTATIVO"
"103963";"100453";"25563";"OBRIGATÓRIO"
"134580";"100699";"20174";"OBRIGATÓRIO"
"119984";"100632";"25492";"OBRIGATÓRIO"
"115966";"100401";"22045";"OBRIGATÓRIO"
"136831";"100245";"28114";"OPTATIVO"
"115271566";"115271549";"41839";"OPTATIVO"
"24802075";"100739";"41702";"OPTATIVO"
"96335332";"96335318";"52657";"OBRIGATÓRIO"
"50809853";"507863460";"25001";"OBRIGATÓRIO"
"8918096";"8917690";"2036255";"OBRIGATÓRIO"
"138904";"100598";"24479";"OBRIGATÓRIO"
"136698";"100247";"28088";"OPTATIVO"
"105540607";"89864189";"25576";"OPTATIVO"
"112607";"100414";"21586";"OBRIGATÓRIO"
"50586375";"505860901";"28314";"OPTATIVO"
"101288";"100443";"20053";"OPTATIVO"
"51191822";"511917300";"46491";"OBRIGATÓRIO"
"132361";"100280";"25863";"OPTATIVO"
"117952";"100335";"22129";"OBRIGATÓRIO"
"6845020";"6844320";"2036575";"OBRIGATÓRIO"
"98795848";"96085436";"43132";"OPTATIVO"
"101503";"100404";"20051";"OBRIGATÓRIO"
"118426";"100747";"27226";"OBRIGATÓRIO"
"119527911";"119527905";"26518";"OPTATIVO"
"117950";"100301";"22129";"OBRIGATÓRIO"
"10340365";"10340340";"24851";"OBRIGATÓRIO"
"10625174";"8917690";"2041329";"OPTATIVO"
"85341061";"510044710";"43730";"OBRIGATÓRIO"
"111304722";"101658777";"57807";"OPTATIVO"
"110369151";"96727359";"59425";"COMPLEMENTAR"
"89396478";"10437070";"26363";"OPTATIVO"
"10242916";"7118460";"46715";"OBRIGATÓRIO"
"94083106";"94076305";"51795";"OBRIGATÓRIO"
"96351045";"96340769";"52677";"OPTATIVO"
"123170087";"100761";"2040372";"OPTATIVO"
"104372";"100678";"46994";"OBRIGATÓRIO"
"132529";"100284";"23363";"OPTATIVO"
"50930770";"508528570";"25548";"OPTATIVO"
"137189";"100243";"28183";"OPTATIVO"
"89602777";"7626590";"43201";"OPTATIVO"
"123429";"100684";"20175";"OBRIGATÓRIO"
"50665173";"506651400";"22914";"OBRIGATÓRIO"
"25272022";"3219280";"41702";"OPTATIVO"
"134014";"100381";"27848";"OBRIGATÓRIO"
"105749";"100850";"40011";"OBRIGATÓRIO"
"119389";"100448";"22172";"OBRIGATÓRIO"
"120852";"100321";"27321";"OPTATIVO"
"50626313";"506262580";"25544";"OPTATIVO"
"18332880";"100183";"27266";"OPTATIVO"
"137830";"100704";"24284";"OBRIGATÓRIO"
"101971";"100492";"24865";"OPTATIVO"
"131073";"100658";"25659";"OBRIGATÓRIO"
"117652";"100262";"25433";"OPTATIVO"
"51025008";"510231323";"21753";"OBRIGATÓRIO"
"105514";"100194";"23460";"OPTATIVO"
"107197";"100612";"24954";"OPTATIVO"
"121664480";"105755388";"63933";"OPTATIVO"
"121622";"100540";"22205";"OPTATIVO"
"50586092";"505860900";"25533";"OBRIGATÓRIO"
"51028486";"510278493";"21083";"OPTATIVO"
"132276";"100280";"25862";"OPTATIVO"
"7118470";"7118460";"24728";"OBRIGATÓRIO"
"115630677";"101669220";"61101";"OPTATIVO"
"138792";"100847";"28413";"OBRIGATÓRIO"
"124682";"100456";"22537";"OPTATIVO"
"124322933";"121507906";"64381";"OPTATIVO"
"125272";"100744";"27447";"OBRIGATÓRIO"
"129016";"100654";"20828";"OBRIGATÓRIO"
"121631519";"121631446";"48063";"OBRIGATÓRIO"
"126631";"100626";"25535";"OBRIGATÓRIO"
"98187376";"98187355";"52885";"OBRIGATÓRIO"
"115623";"100525";"21996";"OBRIGATÓRIO"
"115307078";"115307035";"48331";"OBRIGATÓRIO"
"131483";"100427";"23307";"OBRIGATÓRIO"
"85275573";"85275531";"26631";"OPTATIVO"
"86401424";"86401417";"2051008";"OBRIGATÓRIO"
"135283";"100673";"23944";"OPTATIVO"
"8252837";"100843";"2021414";"OPTATIVO"
"125022";"100447";"25395";"OPTATIVO"
"114845";"100611";"27001";"OPTATIVO"
"126376";"100306";"25475";"OBRIGATÓRIO"
"118104";"100375";"27195";"OPTATIVO"
"101443";"100485";"20074";"OPTATIVO"
"102369531";"102359682";"2054954";"OPTATIVO"
"121658";"100374";"22206";"OPTATIVO"
"102538";"100688";"26078";"OBRIGATÓRIO"
"107253";"100610";"20989";"OPTATIVO"
"89395508";"89395497";"2051701";"OBRIGATÓRIO"
"137302";"100591";"24754";"OBRIGATÓRIO"
"108233420";"108233338";"27648";"OPTATIVO"
"135745";"100766";"23983";"OPTATIVO"
"96923206";"508409071";"25603";"OPTATIVO"
"116015";"100547";"22069";"OBRIGATÓRIO"
"107519";"100692";"25250";"OBRIGATÓRIO"
"136149";"100705";"24046";"OBRIGATÓRIO"
"110542029";"110541959";"59355";"OBRIGATÓRIO"
"51028482";"510278493";"26920";"OPTATIVO"
"121324155";"121323873";"2041401";"OPTATIVO"
"120556";"100325";"22193";"OBRIGATÓRIO"
"121173";"100466";"22301";"OPTATIVO"
"50651143";"506510790";"20753";"OPTATIVO"
"101155";"100546";"20070";"OBRIGATÓRIO"
"105345";"100554";"20711";"OBRIGATÓRIO"
"125652";"100206";"22706";"OBRIGATÓRIO"
"113011";"100460";"25155";"OPTATIVO"
"124058";"100519";"27413";"OPTATIVO"
"98980306";"98980275";"2051008";"OBRIGATÓRIO"
"119470";"100536";"23456";"OBRIGATÓRIO"
"89198008";"510230607";"46773";"OPTATIVO"
"104659920";"25767751";"2038776";"OPTATIVO"
"85216060";"8425761";"42032";"OPTATIVO"
"120020";"100307";"25492";"OBRIGATÓRIO"
"17951671";"17951660";"2020050";"OBRIGATÓRIO"
"131462";"100425";"23307";"OBRIGATÓRIO"
"13534776";"10340341";"24862";"OBRIGATÓRIO"
"96084003";"96083666";"43032";"OBRIGATÓRIO"
"89795057";"512462200";"48797";"OBRIGATÓRIO"
"121562";"100435";"22202";"OPTATIVO"
"129336";"100530";"23161";"OPTATIVO"
"131414";"100349";"23335";"OBRIGATÓRIO"
"137206";"100246";"28192";"OPTATIVO"
"85964027";"85963961";"2051001";"OBRIGATÓRIO"
"102005";"100572";"20102";"OPTATIVO"
"133485";"100677";"23501";"OBRIGATÓRIO"
"135595";"100844";"25760";"OBRIGATÓRIO"
"126110";"100778";"23590";"OBRIGATÓRIO"
"86832851";"510231322";"2051054";"OPTATIVO"
"105117";"100623";"26419";"OPTATIVO"
"127197";"100700";"25571";"OBRIGATÓRIO"
"51024360";"510230606";"25216";"OBRIGATÓRIO"
"47622299";"47620480";"41790";"OBRIGATÓRIO"
"119464";"100293";"23456";"OBRIGATÓRIO"
"136533";"100245";"24088";"OBRIGATÓRIO"
"50903179";"508409071";"24932";"OPTATIVO"
"51023713";"510230603";"2042101";"OPTATIVO"
"109184";"100338";"25499";"OPTATIVO"
"119350";"100279";"22147";"OBRIGATÓRIO"
"117587";"100286";"25433";"OBRIGATÓRIO"
"13468544";"13461320";"25827";"OBRIGATÓRIO"
"111177";"100774";"23568";"OBRIGATÓRIO"
"86401486";"86401417";"2051852";"OPTATIVO"
"116319";"100750";"27094";"OBRIGATÓRIO"
"89405981";"10437071";"24875";"OPTATIVO"
"128626";"100555";"23145";"OBRIGATÓRIO"
"95585824";"95585774";"26203";"OPTATIVO"
"51263689";"22748800";"20346";"OPTATIVO"
"121493";"100340";"27338";"OPTATIVO"
"115444342";"115444268";"60308";"OBRIGATÓRIO"
"124543";"100221";"22537";"OPTATIVO"
"102707";"100681";"24634";"OBRIGATÓRIO"
"85278463";"85278443";"21176";"OBRIGATÓRIO"
"2982661";"2982640";"24902";"OBRIGATÓRIO"
"51034270";"510342300";"20612";"OBRIGATÓRIO"
"113021";"100259";"25155";"OPTATIVO"
"113885";"100185";"26917";"OPTATIVO"
"51246255";"512462200";"2034867";"OBRIGATÓRIO"
"50844544";"508409071";"24949";"OBRIGATÓRIO"
"113911";"100218";"26921";"OPTATIVO"
"7257786";"7256410";"2034870";"OBRIGATÓRIO"
"10245053";"10244980";"25509";"OPTATIVO"
"108427203";"108427169";"2034750";"OBRIGATÓRIO"
"123033";"100541";"22169";"OBRIGATÓRIO"
"115886";"100534";"25330";"OBRIGATÓRIO"
"95585851";"95585774";"21475";"OPTATIVO"
"100881";"100606";"24432";"OBRIGATÓRIO"
"131897";"100662";"25603";"OBRIGATÓRIO"
"107094";"100241";"26582";"OBRIGATÓRIO"
"132270";"100283";"23385";"OBRIGATÓRIO"
"129059";"100498";"20828";"OBRIGATÓRIO"
"101638508";"101637277";"24856";"OPTATIVO"
"108283";"100765";"24966";"OBRIGATÓRIO"
"100613622";"510230601";"54149";"OPTATIVO"
"131297";"100314";"23300";"OPTATIVO"
"50819894";"508197381";"2036571";"OBRIGATÓRIO"
"50841059";"508377771";"22918";"OBRIGATÓRIO"
"114461";"100603";"26954";"OBRIGATÓRIO"
"10266878";"10266850";"25736";"OBRIGATÓRIO"
"115306811";"115306807";"41445";"OPTATIVO"
"85964224";"85964173";"2051704";"OBRIGATÓRIO"
"15401434";"15401390";"2042281";"OBRIGATÓRIO"
"96907329";"85787838";"48495";"OPTATIVO"
"111242";"100704";"21421";"OPTATIVO"
"138183";"100557";"24386";"OBRIGATÓRIO"
"89215094";"89214922";"46847";"OBRIGATÓRIO"
"50561229";"505612070";"22023";"OBRIGATÓRIO"
"85839982";"85839892";"2052588";"OPTATIVO"
"50917378";"20712400";"2051002";"OBRIGATÓRIO"
"114103";"100185";"21708";"OBRIGATÓRIO"
"9362699";"9362670";"2034402";"OBRIGATÓRIO"
"107725234";"51333282";"58191";"OPTATIVO"
"119550474";"119546991";"52744";"OPTATIVO"
"92000682";"92000621";"26522";"OPTATIVO"
"6007908";"6007820";"20316";"OPTATIVO"
"125207";"100447";"24982";"OPTATIVO"
"10340879";"10340341";"26032";"OPTATIVO"
"118909";"100247";"25477";"OBRIGATÓRIO"
"106481";"100741";"20884";"OBRIGATÓRIO"
"20574545";"20506162";"2020505";"OPTATIVO"
"96255168";"8425761";"53065";"OPTATIVO"
"101669241";"101669220";"52694";"OPTATIVO"
"3913344";"3913330";"2022003";"OBRIGATÓRIO"
"113740";"100184";"21073";"OBRIGATÓRIO"
"121117";"100333";"27330";"OBRIGATÓRIO"
"6007871";"6007820";"20318";"OBRIGATÓRIO"
"10337412";"10336001";"2044902";"OBRIGATÓRIO"
"115838911";"115838871";"57593";"OBRIGATÓRIO"
"124928";"100646";"22537";"OPTATIVO"
"135054";"100844";"27957";"OPTATIVO"
"112733";"100268";"21580";"OBRIGATÓRIO"
"105694134";"105694093";"52650";"OBRIGATÓRIO"
"5693708";"3202620";"25456";"OPTATIVO"
"96784050";"96783901";"49132";"OBRIGATÓRIO"
"121664948";"101668583";"63932";"OPTATIVO"
"51250780";"512507260";"2034171";"OBRIGATÓRIO"
"118442";"100747";"27234";"OBRIGATÓRIO"
"125003";"100447";"20002";"OBRIGATÓRIO"
"137768";"100636";"25815";"OPTATIVO"
"89182125";"89039433";"25284";"OPTATIVO"
"120480696";"120480419";"59633";"OPTATIVO"
"3213061";"3211080";"2020506";"OPTATIVO"
"112507";"100643";"21557";"OBRIGATÓRIO"
"129950";"100421";"23176";"OPTATIVO"
"129580";"100217";"25675";"OBRIGATÓRIO"
"89795002";"7256410";"48798";"OBRIGATÓRIO"
"107550";"100183";"20012";"OBRIGATÓRIO"
"85608851";"20506162";"43539";"OPTATIVO"
"51023475";"510230602";"22831";"OBRIGATÓRIO"
"102202131";"102200805";"52974";"OBRIGATÓRIO"
"98189233";"98189218";"26127";"OPTATIVO"
"119526616";"119526614";"41703";"OPTATIVO"
"108764";"100565";"21161";"OPTATIVO"
"50586338";"505860901";"28277";"OPTATIVO"
"20564153";"20506162";"2020719";"OBRIGATÓRIO"
"121177";"100528";"22301";"OBRIGATÓRIO"
"108400";"100225";"21110";"OPTATIVO"
"18292895";"18292880";"23190";"OBRIGATÓRIO"
"13030253";"13029650";"2049576";"OPTATIVO"
"9301354";"9301260";"27108";"OBRIGATÓRIO"
"120304";"100293";"27311";"OPTATIVO"
"119100636";"119075210";"63037";"OPTATIVO"
"125198";"100445";"25375";"OPTATIVO"
"50844545";"508409071";"24957";"OBRIGATÓRIO"
"98709137";"98709068";"27733";"OPTATIVO"
"132296";"100665";"23346";"OBRIGATÓRIO"
"127176";"100809";"27683";"OBRIGATÓRIO"
"103545";"100614";"20392";"OBRIGATÓRIO"
"96338889";"96338399";"52682";"OBRIGATÓRIO"
"101669400";"101669382";"55045";"OPTATIVO"
"85736662";"85736654";"25308";"OPTATIVO"
"103211";"100614";"26168";"OPTATIVO"
"104127340";"104127227";"56162";"OBRIGATÓRIO"
"133386";"100303";"25705";"OBRIGATÓRIO"
"137929";"100208";"24194";"OPTATIVO"
"51028498";"510278493";"41703";"OPTATIVO"
"24637655";"24636380";"22912";"OBRIGATÓRIO"
"119510169";"119510147";"53228";"OPTATIVO"
"89949164";"510230608";"46256";"OBRIGATÓRIO"
"96744913";"89863705";"22937";"OPTATIVO"
"128048";"100617";"27718";"OBRIGATÓRIO"
"123135";"100541";"20010";"OBRIGATÓRIO"
"51024809";"510230608";"25652";"OBRIGATÓRIO"
"125722";"100836";"22732";"OBRIGATÓRIO"
"104709";"100762";"26362";"OPTATIVO"
"21338969";"18999002";"24360";"OPTATIVO"
"138536";"100576";"28365";"OPTATIVO"
"108319";"100743";"21097";"OBRIGATÓRIO"
"123066";"100393";"25394";"OBRIGATÓRIO"
"118156";"100335";"27196";"OPTATIVO"
"47622301";"47620480";"41801";"OBRIGATÓRIO"
"98463244";"98463213";"53337";"OBRIGATÓRIO"
"138909";"100730";"24479";"OBRIGATÓRIO"
"98743747";"98743742";"2049000";"OBRIGATÓRIO"
"85505066";"85396038";"45139";"OPTATIVO"
"135441";"100675";"23962";"OPTATIVO"
"127505";"100202";"22895";"OBRIGATÓRIO"
"114650";"100613";"20407";"OBRIGATÓRIO"
"127257";"100197";"22849";"OBRIGATÓRIO"
"51026117";"510260940";"23308";"OBRIGATÓRIO"
"106140";"100493";"25611";"OPTATIVO"
"125544";"100463";"22669";"OBRIGATÓRIO"
"134582";"100699";"23776";"OBRIGATÓRIO"
"107379";"100709";"23828";"OBRIGATÓRIO"
"98189327";"98189301";"52874";"OPTATIVO"
"119521531";"119521494";"23195";"OPTATIVO"
"92580766";"90472097";"2045602";"OPTATIVO"
"50586374";"505860901";"28313";"OPTATIVO"
"85278509";"85278443";"43193";"OPTATIVO"
"36633804";"25767751";"57572";"OBRIGATÓRIO"
"124876231";"510231325";"62500";"OPTATIVO"
"25408304";"100698";"41702";"OPTATIVO"
"110664";"100280";"25207";"OPTATIVO"
"146835";"5848060";"2055642";"OBRIGATÓRIO"
"128568";"100361";"23145";"OBRIGATÓRIO"
"421273607";"512507271";"41955";"OBRIGATÓRIO"
"96352691";"96352687";"52665";"OBRIGATÓRIO"
"137726";"100208";"24148";"OBRIGATÓRIO"
"102599";"100679";"26080";"OBRIGATÓRIO"
"131777";"100319";"24892";"OPTATIVO"
"104817";"100669";"26378";"OPTATIVO"
"85858147";"10336005";"40106";"OPTATIVO"
"51023174";"510231320";"2041552";"OBRIGATÓRIO"
"138042";"100777";"24349";"OPTATIVO"
"135608";"100670";"28001";"OPTATIVO"
"136843";"100247";"28117";"OPTATIVO"
"105039";"100734";"26406";"OPTATIVO"
"119528816";"119528792";"2038927";"OPTATIVO"
"120712";"100440";"22196";"OBRIGATÓRIO"
"112289";"100643";"25141";"OBRIGATÓRIO"
"10340403";"10340340";"25982";"OPTATIVO"
"129723";"100294";"23171";"OPTATIVO"
"125515";"100826";"22634";"OBRIGATÓRIO"
"89397026";"89396200";"41791";"OBRIGATÓRIO"
"134961";"100719";"25741";"OBRIGATÓRIO"
"51333634";"51333557";"25339";"OBRIGATÓRIO"
"138874";"100775";"24462";"OPTATIVO"
"89190000";"89189948";"21646";"OBRIGATÓRIO"
"121232";"100417";"25438";"OPTATIVO"
"111697";"100252";"26825";"OPTATIVO"
"108470";"100743";"26639";"OPTATIVO"
"107582757";"10320220";"57765";"OPTATIVO"
"106666";"100459";"26542";"OPTATIVO"
"121154";"100482";"22301";"OPTATIVO"
"98793356";"96085636";"43138";"OPTATIVO"
"50804551";"47399650";"43435";"OPTATIVO"
"115422405";"508409070";"60045";"OPTATIVO"
"10336028";"10336000";"24564";"OPTATIVO"
"116162";"100565";"22780";"OPTATIVO"
"133452";"100214";"23500";"OPTATIVO"
"131547";"100504";"23308";"OPTATIVO"
"102680";"100838";"20207";"OPTATIVO"
"113051681";"51333162";"46634";"OBRIGATÓRIO"
"137080";"100243";"28135";"OPTATIVO"
"101111";"100490";"20067";"OBRIGATÓRIO"
"130256";"100656";"23297";"OBRIGATÓRIO"
"50665251";"506651400";"26742";"OPTATIVO"
"98087393";"510231325";"2056158";"OPTATIVO"
"118119647";"118119604";"61123";"OBRIGATÓRIO"
"121359";"100325";"25441";"OPTATIVO"
"50586194";"505860900";"28310";"OPTATIVO"
"50586131";"505860900";"28247";"OPTATIVO"
"85473592";"85470630";"46635";"OBRIGATÓRIO"
"89385087";"507685510";"27439";"OPTATIVO"
"118119634";"118119604";"58247";"OBRIGATÓRIO"
"127490";"100202";"22892";"OBRIGATÓRIO"
"51024651";"510230607";"2048259";"OBRIGATÓRIO"
"92147587";"89223709";"51679";"OPTATIVO"
"104408";"100678";"20653";"OPTATIVO"
"110542982";"110542944";"55357";"OBRIGATÓRIO"
"111040";"100807";"21327";"OBRIGATÓRIO"
"98671395";"100843";"23891";"OPTATIVO"
"86061848";"85963556";"41438";"OPTATIVO"
"104649";"100762";"24802";"OBRIGATÓRIO"
"135931";"100773";"21438";"OPTATIVO"
"125226";"100463";"24969";"OBRIGATÓRIO"
"114342";"100611";"21033";"OBRIGATÓRIO"
"107402";"100597";"24146";"OBRIGATÓRIO"
"120480476";"120480419";"2048488";"OBRIGATÓRIO"
"116416";"100544";"22104";"OBRIGATÓRIO"
"115479315";"115479262";"60226";"OBRIGATÓRIO"
"119512672";"119512659";"53065";"OPTATIVO"
"107309";"100593";"22756";"OBRIGATÓRIO"
"10657831";"7265730";"46194";"OBRIGATÓRIO"
"51025155";"510230609";"2052054";"OPTATIVO"
"135212";"100671";"27974";"OPTATIVO"
"85507759";"85431948";"2051000";"OBRIGATÓRIO"
"10377383";"10374380";"2045072";"OBRIGATÓRIO"
"130203";"100359";"23352";"OBRIGATÓRIO"
"111969";"100808";"25178";"OBRIGATÓRIO"
"112619";"100645";"21586";"OBRIGATÓRIO"
"9467844";"9463981";"2038807";"OBRIGATÓRIO"
"131763";"100279";"25555";"OPTATIVO"
"103376";"100187";"20377";"OBRIGATÓRIO"
"107725298";"51333655";"58187";"OPTATIVO"
"122762";"100541";"25411";"OBRIGATÓRIO"
"118487";"100747";"27258";"OBRIGATÓRIO"
"118627409";"94969236";"2049511";"OBRIGATÓRIO"
"109212";"100404";"25499";"OPTATIVO"
"100951";"100543";"24849";"OBRIGATÓRIO"
"3915754";"3913330";"2022151";"OBRIGATÓRIO"
"122434";"100753";"22152";"OBRIGATÓRIO"
"121710";"100336";"27339";"OPTATIVO"
"115438998";"85839892";"60306";"OPTATIVO"
"135208";"100672";"23935";"OPTATIVO"
"114633";"100612";"24287";"OPTATIVO"
"94969336";"94969236";"58248";"OBRIGATÓRIO"
"130808";"100659";"23243";"OPTATIVO"
"120362";"100540";"22185";"OBRIGATÓRIO"
"3159726";"3158660";"2020204";"OBRIGATÓRIO"
"135042";"100844";"23883";"OPTATIVO"
"118207";"100438";"27197";"OPTATIVO"
"132657";"100665";"23426";"OBRIGATÓRIO"
"119526686";"119526614";"2052050";"OPTATIVO"
"101887";"100573";"20103";"OBRIGATÓRIO"
"51396892";"51333557";"26560";"OPTATIVO"
"127601";"100704";"20033";"OBRIGATÓRIO"
"132748";"100284";"25859";"OPTATIVO"
"110903";"100417";"25596";"OBRIGATÓRIO"
"13436714";"10402130";"2050204";"OBRIGATÓRIO"
"105885";"100493";"20799";"OBRIGATÓRIO"
"122623";"100466";"22239";"OBRIGATÓRIO"
"119515884";"119515799";"27752";"OPTATIVO"
"107091";"100191";"20977";"OBRIGATÓRIO"
"119527924";"119527905";"2038926";"OPTATIVO"
"105757347";"105755388";"52995";"OPTATIVO"
"119082316";"119075210";"25319";"OPTATIVO"
"9895628";"100780";"27112";"OBRIGATÓRIO"
"89863488";"89223824";"40124";"OPTATIVO"
"86401496";"86401417";"41436";"OPTATIVO"
"105519384";"105519342";"56023";"OBRIGATÓRIO"
"102559";"100682";"20263";"OPTATIVO"
"112457";"100641";"22823";"OBRIGATÓRIO"
"10661335";"7265730";"27555";"OPTATIVO"
"127563";"100213";"25561";"OBRIGATÓRIO"
"12679710";"12679700";"24947";"OBRIGATÓRIO"
"99695034";"510278493";"2054953";"OPTATIVO"
"125730";"100836";"22747";"OBRIGATÓRIO"
"98743796";"98743742";"2049519";"OPTATIVO"
"124117";"100833";"27430";"OBRIGATÓRIO"
"89904500";"51401944";"25509";"OBRIGATÓRIO"
"111628";"100413";"21518";"OBRIGATÓRIO"
"7054220";"7046170";"26563";"OPTATIVO"
"126074";"100243";"25521";"OBRIGATÓRIO"
"50838545";"508377770";"25693";"OBRIGATÓRIO"
"96551891";"89863705";"46646";"OPTATIVO"
"134008";"100384";"27847";"OBRIGATÓRIO"
"106014";"100506";"20830";"OBRIGATÓRIO"
"122999";"100825";"22168";"OBRIGATÓRIO"
"91787946";"505612071";"51554";"OPTATIVO"
"16803731";"16803260";"2049255";"OBRIGATÓRIO"
"50989857";"100280";"25675";"OPTATIVO"
"137624";"100201";"25803";"OPTATIVO"
"50586139";"505860900";"28255";"OPTATIVO"
"130828";"100276";"23244";"OBRIGATÓRIO"
"116191";"100489";"22070";"OBRIGATÓRIO"
"137187";"100243";"28182";"OPTATIVO"
"129398";"100376";"23161";"OPTATIVO"
"109026";"100209";"25499";"OPTATIVO"
"109208";"100203";"25499";"OPTATIVO"
"51396931";"51333557";"25599";"OPTATIVO"
"50561396";"505612071";"2041853";"OPTATIVO"
"9051795";"20503690";"2020456";"OPTATIVO"
"106513";"100238";"20899";"OBRIGATÓRIO"
"132252";"100811";"23384";"OBRIGATÓRIO"
"86012752";"20506161";"47068";"OBRIGATÓRIO"
"138129";"100574";"28224";"OBRIGATÓRIO"
"119513921";"119513876";"62583";"OBRIGATÓRIO"
"108427234";"108427169";"2038767";"OBRIGATÓRIO"
"120701";"100295";"24760";"OBRIGATÓRIO"
"102838";"100838";"20311";"OBRIGATÓRIO"
"128018";"100594";"27718";"OBRIGATÓRIO"
"85264040";"510230609";"42109";"OPTATIVO"
"108321";"100742";"21097";"OBRIGATÓRIO"
"96352697";"96352687";"52662";"OBRIGATÓRIO"
"86566996";"506262581";"42240";"OPTATIVO"
"20514214";"20506160";"2020711";"OBRIGATÓRIO"
"129508";"100362";"23167";"OPTATIVO"
"20548582";"20506162";"2020711";"OBRIGATÓRIO"
"112147";"100634";"21555";"OBRIGATÓRIO"
"122786";"100480";"25360";"OBRIGATÓRIO"
"99154492";"51401944";"46790";"OPTATIVO"
"50713566";"507135240";"26496";"OBRIGATÓRIO"
"50682604";"506825900";"22983";"OBRIGATÓRIO"
"119284";"100414";"22150";"OBRIGATÓRIO"
"89215116";"89214922";"48027";"OPTATIVO"
"132298";"100664";"23346";"OBRIGATÓRIO"
"111304088";"101659860";"57806";"OPTATIVO"
"108814112";"108814104";"25797";"OPTATIVO"
"9891987";"9891970";"27155";"OBRIGATÓRIO"
"134801";"100612";"27938";"OBRIGATÓRIO"
"108983";"100359";"25499";"OPTATIVO"
"115434";"100566";"24853";"OBRIGATÓRIO"
"50616841";"506167920";"25675";"OPTATIVO"
"106157";"100769";"24908";"OBRIGATÓRIO"
"118484";"100846";"27257";"OBRIGATÓRIO"
"108222356";"108222242";"27678";"OPTATIVO"
"133545";"100451";"24746";"OPTATIVO"
"112115";"100634";"21585";"OBRIGATÓRIO"
"103463";"100618";"26173";"OPTATIVO"
"8468744";"7777620";"2040159";"OBRIGATÓRIO"
"108189603";"9406610";"53684";"OPTATIVO"
"89872035";"510231325";"22814";"OPTATIVO"
"50617096";"506167921";"25247";"OPTATIVO"
"103871";"100577";"20411";"OBRIGATÓRIO"
"5848115";"20506161";"2020756";"OBRIGATÓRIO"
"131408";"100359";"23335";"OBRIGATÓRIO"
"113753";"100215";"21729";"OPTATIVO"
"10339496";"10336001";"2044955";"OPTATIVO"
"89166615";"89039433";"42886";"OBRIGATÓRIO"
"119547021";"119546991";"52712";"OBRIGATÓRIO"
"101776";"100572";"20091";"OPTATIVO"
"85964046";"85963961";"46645";"OPTATIVO"
"138176";"100557";"24382";"OBRIGATÓRIO"
"123170173";"100761";"62580";"OPTATIVO"
"50841055";"508377771";"23557";"OBRIGATÓRIO"
"105994";"100831";"26471";"OBRIGATÓRIO"
"89603110";"100803";"43073";"OBRIGATÓRIO"
"129532";"100200";"25675";"OPTATIVO"
"101668250";"101659860";"52791";"OPTATIVO"
"106788";"100832";"26553";"OPTATIVO"
"50617042";"506167921";"24325";"OBRIGATÓRIO"
"88976205";"20712400";"48131";"OBRIGATÓRIO"
"104902873";"506167921";"56275";"OPTATIVO"
"119143277";"119143253";"46717";"OPTATIVO"
"51030345";"510278494";"22441";"OBRIGATÓRIO"
"99375349";"99375339";"2051006";"OBRIGATÓRIO"
"85848742";"10336005";"41879";"OPTATIVO"
"13536460";"10340341";"2048478";"OBRIGATÓRIO"
"101668637";"101668583";"52790";"OPTATIVO"
"120759";"100296";"27319";"OPTATIVO"
"85964200";"85964173";"2051756";"OPTATIVO"
"27682756";"13461320";"28311";"OPTATIVO"
"3219333";"3219280";"26518";"OPTATIVO"
"111840";"100633";"21514";"OBRIGATÓRIO"
"137868";"100707";"24301";"OPTATIVO"
"26127776";"25767750";"20401";"OPTATIVO"
"51191738";"511917300";"46536";"OBRIGATÓRIO"
"138461";"100558";"28327";"OPTATIVO"
"105611";"100409";"24768";"OBRIGATÓRIO"
